class,release,loc,comment density,wcm,number of attributes,fan-in,fan-out,cbo,normalized lcom,rfc,creation age,last update age,total loc touched,release loc touched,normalized total churn,normalized release churn,total number of commits,release number of commits,total number of authors,release number of authors,total number of fixes,release number of fixes,average commit change density,number of smells,buggy
external\storm-mqtt\core\src\main\java\org\apache\storm\mqtt\common\SslUtils.java,9,52,0.0,8,0,5,1,1,0.0,25,1,0,64,64,1.2307693,1.2307693,1,1,1,1,0,0,1.2307693,5,false
storm-core\src\jvm\org\apache\storm\tuple\Fields.java,9,98,0.23469388,16,2,52,1,1,0.5,15,1,0,117,117,1.1938776,1.1938776,1,1,1,1,0,0,1.1938776,1,true
storm-core\src\jvm\org\apache\storm\metric\api\ReducedMetric.java,9,33,0.0,3,2,5,2,2,0.0,3,1,0,38,38,1.1515151,1.1515151,1,1,1,1,0,0,1.1515151,0,false
external\storm-redis\src\test\java\org\apache\storm\redis\state\DefaultStateSerializerTest.java,9,46,0.06521739,1,0,0,5,5,0.0,4,1,0,62,62,1.3478261,1.3478261,2,2,1,1,1,1,0.67391306,3,false
external\storm-hdfs\src\test\java\org\apache\storm\hdfs\spout\TestHdfsSpout.java,9,529,0.13799623,46,10,1,36,36,0.7607143,91,1,0,920,920,1.7391304,1.7391304,11,11,1,1,7,7,0.15810277,18,true
external\storm-elasticsearch\src\main\java\org\apache\storm\elasticsearch\trident\EsState.java,9,95,0.30526316,9,4,3,11,11,0.6,15,1,0,217,217,2.2842104,2.2842104,9,9,4,4,1,1,0.2855263,3,false
storm-core\src\jvm\org\apache\storm\trident\windowing\WindowsState.java,9,43,0.11627907,4,2,3,3,3,0.5,2,1,0,58,58,1.3488373,1.3488373,2,2,1,1,0,0,0.6744186,2,false
storm-core\src\jvm\org\apache\storm\trident\operation\builtin\MapGet.java,9,33,0.0,2,0,0,5,5,0.0,2,1,0,38,38,1.1515151,1.1515151,1,1,1,1,0,0,1.1515151,0,false
external\storm-hbase\src\main\java\org\apache\storm\hbase\security\HBaseSecurityUtil.java,9,62,0.09677419,8,4,3,5,5,0.0,11,6,0,126,126,2.032258,2.032258,6,5,3,3,0,0,0.4064516,3,true
external\storm-eventhubs\src\test\java\org\apache\storm\eventhubs\spout\SpoutOutputCollectorMock.java,9,54,0.074074075,7,1,1,2,2,0.5,6,1,0,86,86,1.5925926,1.5925926,4,4,3,3,0,0,0.39814815,4,false
storm-core\src\jvm\org\apache\storm\clojure\RichShellBolt.java,9,45,0.0,5,1,0,5,5,0.33333334,5,1,0,51,51,1.1333333,1.1333333,1,1,1,1,0,0,1.1333333,1,false
external\storm-redis\src\test\java\org\apache\storm\redis\topology\PersistentWordCount.java,9,97,0.010309278,5,5,1,13,12,0.5,16,1,0,216,216,2.226804,2.226804,5,5,3,3,0,0,0.44536084,12,false
external\storm-hbase\src\test\java\org\apache\storm\hbase\topology\PersistentWordCount.java,9,64,0.015625,4,3,0,9,8,0.0,18,6,0,10,10,0.15625,0.15625,2,1,2,1,0,0,0.15625,1,true
storm-core\src\jvm\org\apache\storm\generated\LSTopoHistory.java,9,689,0.05950653,131,13,6,14,14,0.8957265,50,1,0,805,805,1.16836,1.16836,1,1,1,1,0,0,1.16836,114,false
storm-core\src\jvm\org\apache\storm\trident\windowing\strategy\TumblingCountWindowStrategy.java,9,50,0.34,3,0,2,8,8,0.0,2,1,0,60,60,1.2,1.2,1,1,1,1,0,0,1.2,0,false
examples\storm-starter\test\jvm\org\apache\storm\starter\tools\RankingsTest.java,9,263,0.17110266,3,0,0,1,1,0.0,2,1,0,368,368,1.3992395,1.3992395,1,1,1,1,0,0,1.3992395,3,false
external\storm-mongodb\src\main\java\org\apache\storm\mongodb\bolt\AbstractMongoBolt.java,9,45,0.0,3,4,2,4,4,0.4166667,2,1,0,56,56,1.2444445,1.2444445,1,1,1,1,0,0,1.2444445,0,false
external\sql\storm-sql-runtime\src\jvm\org\apache\storm\sql\runtime\DataSource.java,9,26,0.1923077,1,0,12,1,1,0.0,0,1,0,29,29,1.1153846,1.1153846,1,1,1,1,0,0,1.1153846,0,true
storm-core\src\jvm\org\apache\storm\trident\fluent\IChainedAggregatorDeclarer.java,9,21,0.0,1,0,2,1,1,0.0,0,1,0,24,24,1.1428572,1.1428572,1,1,1,1,0,0,1.1428572,0,false
storm-core\src\jvm\org\apache\storm\messaging\netty\MessageDecoder.java,9,91,0.3846154,13,0,2,7,7,0.0,10,1,0,144,144,1.5824176,1.5824176,1,1,1,1,0,0,1.5824176,2,false
storm-core\src\jvm\org\apache\storm\testing\SpoutTracker.java,9,88,0.0,6,3,0,3,3,0.72222227,8,1,0,111,111,1.2613636,1.2613636,1,1,1,1,0,0,1.2613636,0,false
storm-core\src\jvm\org\apache\storm\utils\ThriftTopologyUtils.java,9,61,0.0,11,0,1,6,6,0.0,9,1,0,66,66,1.0819672,1.0819672,1,1,1,1,0,0,1.0819672,1,false
storm-core\src\jvm\org\apache\storm\trident\windowing\InMemoryWindowsStore.java,9,164,0.05487805,34,4,3,4,4,0.609375,23,1,0,200,200,1.2195122,1.2195122,1,1,1,1,0,0,1.2195122,3,false
external\storm-hbase\src\main\java\org\apache\storm\hbase\trident\windowing\HBaseWindowsStore.java,9,235,0.029787235,1,0,0,1,0,0.0,0,1,0,283,283,1.2042553,1.2042553,3,3,1,1,0,0,0.40141845,3,false
external\storm-elasticsearch\src\test\java\org\apache\storm\elasticsearch\trident\EsStateFactoryTest.java,9,27,0.0,1,0,0,4,4,0.0,2,1,0,32,32,1.1851852,1.1851852,2,2,1,1,0,0,0.5925926,0,false
storm-core\src\jvm\org\apache\storm\logging\filters\AccessLoggingFilter.java,9,45,0.0,6,1,1,9,9,0.75,8,1,0,52,52,1.1555556,1.1555556,1,1,1,1,0,0,1.1555556,4,false
storm-core\src\jvm\org\apache\storm\metric\HttpForwardingMetricsServer.java,9,97,0.041237112,1,0,0,1,1,0.0,0,1,0,118,118,1.2164948,1.2164948,1,1,1,1,0,0,1.2164948,2,false
storm-rename-hack\src\main\java\org\apache\storm\hack\resource\ClojureTransformer.java,9,59,0.0,8,1,1,2,2,0.25,12,1,0,71,71,1.2033899,1.2033899,4,4,1,1,1,1,0.30084747,2,false
external\storm-kafka\src\test\org\apache\storm\kafka\TridentKafkaTopology.java,9,78,0.16666667,3,0,1,13,13,0.0,14,1,0,91,91,1.1666666,1.1666666,1,1,1,1,0,0,1.1666666,2,false
external\storm-cassandra\src\main\java\org\apache\storm\cassandra\trident\state\CassandraQuery.java,9,37,0.08108108,3,0,0,5,5,0.0,2,1,0,52,52,1.4054054,1.4054054,2,2,2,2,0,0,0.7027027,0,false
storm-core\src\jvm\org\apache\storm\trident\testing\TrueFilter.java,9,25,0.0,1,0,0,2,2,0.0,0,1,0,30,30,1.2,1.2,1,1,1,1,0,0,1.2,0,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\avro\AbstractAvroSerializer.java,9,66,0.13636364,4,0,3,11,11,0.0,10,1,0,80,80,1.2121212,1.2121212,1,1,1,1,0,0,1.2121212,0,false
storm-core\src\jvm\org\apache\storm\transactional\state\TransactionalState.java,9,154,0.0064935065,27,4,6,10,10,0.74999994,21,1,0,173,173,1.1233766,1.1233766,1,1,1,1,0,0,1.1233766,5,true
storm-core\src\jvm\org\apache\storm\topology\CheckpointTupleForwarder.java,9,209,0.18660288,21,6,2,18,16,0.75,32,1,0,272,272,1.3014354,1.3014354,3,3,1,1,2,2,0.43381178,7,true
external\storm-kafka\src\jvm\org\apache\storm\kafka\MessageMetadataScheme.java,9,23,0.0,1,0,2,2,2,0.0,0,1,0,27,27,1.173913,1.173913,1,1,1,1,0,0,1.173913,0,false
external\storm-hbase\src\main\java\org\apache\storm\hbase\bolt\mapper\HBaseValueMapper.java,9,36,0.30555555,2,0,5,4,4,0.0,0,6,0,10,6,0.2777778,0.16666667,3,1,3,1,0,0,0.1388889,1,false
external\storm-cassandra\src\main\java\org\apache\storm\cassandra\query\CQLStatementTupleMapper.java,9,51,0.21568628,3,1,0,5,5,0.0,3,1,0,115,115,2.254902,2.254902,4,4,2,2,0,0,0.5637255,2,false
examples\storm-starter\src\jvm\org\apache\storm\starter\tools\SlotBasedCounter.java,9,100,0.15,19,3,3,3,3,0.6666667,9,1,0,118,118,1.18,1.18,1,1,1,1,0,0,1.18,0,false
storm-core\src\jvm\org\apache\storm\generated\LSApprovedWorkers.java,9,380,0.07368421,9,0,0,4,4,0.0,25,1,0,458,458,1.2052631,1.2052631,1,1,1,1,0,0,1.2052631,62,false
external\storm-eventhubs\src\test\java\org\apache\storm\eventhubs\spout\TestEventHubSpout.java,9,56,0.071428575,6,0,0,6,6,0.0,8,1,0,74,74,1.3214285,1.3214285,2,2,2,2,0,0,0.66071427,4,false
storm-core\src\jvm\org\apache\storm\security\auth\plain\PlainClientCallbackHandler.java,9,26,0.115384616,1,0,1,1,1,0.0,1,1,0,31,31,1.1923077,1.1923077,1,1,1,1,0,0,1.1923077,0,false
storm-core\src\jvm\org\apache\storm\generated\HBAuthorizationException.java,9,330,0.084848486,1,0,0,2,2,0.0,0,1,0,406,406,1.230303,1.230303,1,1,1,1,0,0,1.230303,46,false
external\storm-elasticsearch\src\main\java\org\apache\storm\elasticsearch\trident\EsUpdater.java,9,30,0.13333334,1,0,1,4,4,0.0,1,1,0,43,43,1.4333333,1.4333333,5,5,4,4,1,1,0.35833332,0,false
storm-core\src\jvm\org\apache\storm\pacemaker\IServerMessageHandler.java,9,21,0.0,1,0,1,1,1,0.0,0,1,0,27,27,1.2857143,1.2857143,2,2,2,2,0,0,0.64285713,1,false
storm-core\src\jvm\org\apache\storm\messaging\netty\KerberosSaslClientHandler.java,9,121,0.11570248,12,5,1,12,12,0.26666668,21,1,0,152,152,1.2561984,1.2561984,1,1,1,1,0,0,1.2561984,6,false
storm-core\src\jvm\org\apache\storm\windowing\TupleWindowImpl.java,9,67,0.04477612,16,3,2,3,3,0.2857143,3,1,0,82,82,1.2238806,1.2238806,2,2,2,2,0,0,0.6119403,4,false
external\storm-cassandra\src\main\java\org\apache\storm\cassandra\context\BeanFactory.java,9,37,0.43243244,3,0,3,3,3,0.0,0,1,0,48,48,1.2972972,1.2972972,1,1,1,1,0,0,1.2972972,2,false
storm-core\src\jvm\org\apache\storm\state\IStateSpout.java,9,26,0.0,4,0,1,3,3,0.0,0,1,0,29,29,1.1153846,1.1153846,1,1,1,1,0,0,1.1153846,0,false
storm-core\src\jvm\org\apache\storm\scheduler\resource\ResourceUtils.java,9,169,0.0295858,32,1,4,14,14,0.75,56,1,0,184,184,1.0887574,1.0887574,1,1,1,1,0,0,1.0887574,19,false
external\storm-mongodb\src\main\java\org\apache\storm\mongodb\trident\state\MongoState.java,9,79,0.0,3,3,0,2,2,0.6666667,0,1,0,99,99,1.2531645,1.2531645,2,2,2,2,0,0,0.62658226,2,false
storm-core\src\jvm\org\apache\storm\trident\testing\TuplifyArgs.java,9,32,0.0,2,0,0,4,4,0.0,3,1,0,37,37,1.15625,1.15625,1,1,1,1,0,0,1.15625,0,false
storm-core\src\jvm\org\apache\storm\testing\BatchProcessWord.java,9,33,0.0,2,0,0,6,6,0.0,5,1,0,39,39,1.1818181,1.1818181,1,1,1,1,0,0,1.1818181,0,false
storm-core\src\jvm\org\apache\storm\generated\SupervisorSummary.java,9,1100,0.055454545,18,3,0,1,1,0.6111111,5,1,0,1265,1265,1.15,1.15,1,1,1,1,0,0,1.15,172,false
external\storm-eventhubs\src\main\java\org\apache\storm\eventhubs\bolt\DefaultEventDataFormat.java,9,40,0.1,4,2,2,4,4,0.5,6,1,0,143,143,3.575,3.575,3,3,2,2,1,1,1.1916667,0,false
external\storm-kafka\src\jvm\org\apache\storm\kafka\ZkState.java,9,103,0.0,17,2,6,5,5,0.625,22,1,0,116,116,1.1262136,1.1262136,1,1,1,1,0,0,1.1262136,4,false
examples\storm-starter\src\jvm\org\apache\storm\starter\tools\RankableObjectWithFields.java,9,126,0.1984127,18,5,4,4,4,0.68,15,1,0,148,148,1.1746032,1.1746032,1,1,1,1,0,0,1.1746032,0,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\common\ModifTimeComparator.java,9,26,0.0,1,0,1,1,1,0.0,2,1,0,32,32,1.2307693,1.2307693,1,1,1,1,1,1,1.2307693,1,true
storm-core\src\jvm\org\apache\storm\trident\testing\LRUMemoryMapState.java,9,126,0.0,8,2,0,5,5,0.5,10,1,0,154,154,1.2222222,1.2222222,1,1,1,1,0,0,1.2222222,2,false
storm-core\src\jvm\org\apache\storm\blobstore\BlobSynchronizer.java,9,106,0.056603774,21,7,1,6,6,0.68571424,19,1,0,124,124,1.1698114,1.1698114,1,1,1,1,0,0,1.1698114,3,true
storm-core\src\jvm\org\apache\storm\utils\RotatingMap.java,9,109,0.13761468,21,3,4,3,3,0.6296296,15,1,0,128,128,1.1743119,1.1743119,1,1,1,1,0,0,1.1743119,1,false
storm-core\src\jvm\org\apache\storm\transactional\partitioned\IPartitionedTransactionalSpout.java,9,56,0.44642857,2,0,6,5,5,0.0,0,1,0,69,69,1.2321428,1.2321428,1,1,1,1,0,0,1.2321428,2,false
storm-core\src\jvm\org\apache\storm\drpc\ReturnResults.java,9,116,0.01724138,1,0,0,0,0,0.0,1,1,0,175,175,1.5086207,1.5086207,2,2,1,1,0,0,0.75431037,3,false
external\sql\storm-sql-core\src\jvm\org\apache\storm\sql\parser\UnparseUtil.java,9,53,0.0,7,3,3,4,4,0.16666667,4,1,0,60,60,1.1320754,1.1320754,1,1,1,1,0,0,1.1320754,1,false
storm-core\src\jvm\org\apache\storm\pacemaker\codec\ThriftNettyClientCodec.java,9,83,0.0,0,0,0,0,0,0.0,0,1,0,100,100,1.2048193,1.2048193,2,2,2,2,0,0,0.60240966,3,false
storm-core\src\jvm\org\apache\storm\topology\IWindowedBolt.java,9,33,0.3030303,3,0,5,4,4,0.0,0,1,0,40,40,1.2121212,1.2121212,1,1,1,1,0,0,1.2121212,0,false
storm-core\src\jvm\backtype\storm\serialization\GzipBridgeThriftSerializationDelegate.java,10,52,0.17307693,8,4,1,6,6,0.4375,6,1,0,68,68,1.3076923,1.3076923,2,2,1,1,0,0,0.65384614,3,false
external\storm-hive\src\test\java\org\apache\storm\hive\trident\TridentHiveTopology.java,10,168,0.0,11,0,1,15,15,0.0,22,2,1,190,0,1.1309524,0.0,1,0,1,0,0,0,1.1309524,4,true
storm-core\src\jvm\backtype\storm\utils\TestUtils.java,10,28,0.0,1,0,0,3,3,0.0,1,1,0,34,34,1.2142857,1.2142857,1,1,1,1,0,0,1.2142857,2,false
storm-core\src\jvm\backtype\storm\testing\MkTupleParam.java,10,45,0.0,7,3,0,0,0,0.6666667,1,1,0,119,119,2.6444445,2.6444445,2,2,2,2,0,0,1.3222222,1,false
examples\storm-starter\test\jvm\storm\starter\bolt\RollingCountBoltTest.java,10,80,0.15,5,2,1,10,10,0.8,21,1,0,17,17,0.2125,0.2125,2,2,1,1,0,0,0.2125,1,false
storm-core\src\jvm\backtype\storm\security\auth\kerberos\AutoTGTKrb5LoginModule.java,10,90,0.07777778,18,3,1,4,4,0.5416667,16,1,0,116,116,1.2888889,1.2888889,2,2,2,2,1,1,0.64444447,0,false
storm-core\src\jvm\backtype\storm\serialization\DefaultKryoFactory.java,10,53,0.0,4,0,0,3,3,0.0,4,1,0,64,64,1.2075472,1.2075472,2,2,2,2,0,0,0.6037736,2,false
storm-core\src\jvm\backtype\storm\drpc\LinearDRPCInputDeclarer.java,10,40,0.0,18,0,1,4,4,0.0,0,1,0,54,54,1.35,1.35,3,3,3,3,0,0,0.45,18,false
external\storm-kafka\src\jvm\storm\kafka\KafkaError.java,10,40,0.0,3,0,1,1,1,0.0,2,1,0,21,21,0.525,0.525,2,2,1,1,0,0,0.525,0,false
storm-core\src\jvm\backtype\storm\state\StateSpoutOutputCollector.java,10,23,0.0,1,0,1,2,2,0.0,0,1,0,28,28,1.2173913,1.2173913,2,2,2,2,0,0,0.6086956,0,false
storm-core\src\jvm\storm\trident\operation\TridentMultiReducerContext.java,10,30,0.0,2,1,7,3,3,0.0,1,1,0,36,36,1.2,1.2,2,2,2,2,0,0,0.6,0,false
storm-core\src\jvm\backtype\storm\utils\ThriftTopologyUtils.java,10,54,0.0,8,0,1,5,5,0.0,7,1,0,58,58,1.074074,1.074074,2,2,2,2,0,0,0.537037,1,false
examples\storm-starter\src\jvm\storm\starter\util\StormRunner.java,10,41,0.0,3,1,2,3,3,0.6666667,4,1,0,25,25,0.6097561,0.6097561,4,4,3,3,0,0,0.30487806,0,false
external\flux\flux-core\src\main\java\org\apache\storm\flux\model\PropertyDef.java,10,49,0.0,10,3,2,0,0,0.5714286,0,2,1,0,0,0.0,0.0,1,0,1,0,0,0,NaN,0,false
storm-core\src\jvm\storm\trident\state\map\CachedBatchReadsMap.java,10,64,0.015625,8,2,1,4,4,0.4,12,1,0,80,80,1.25,1.25,2,2,2,2,0,0,0.625,1,false
external\storm-kafka\src\jvm\storm\kafka\trident\TridentKafkaConfig.java,10,28,0.0,2,1,3,4,4,1.0,0,1,0,17,17,0.60714287,0.60714287,2,2,1,1,0,0,0.60714287,0,false
storm-core\src\jvm\backtype\storm\generated\TopologyActionOptions.java,10,334,0.056886226,11,3,0,1,1,0.6111111,5,1,0,411,411,1.230539,1.230539,2,2,1,1,1,1,0.6152695,44,false
external\storm-redis\src\test\java\org\apache\storm\redis\topology\WordSpout.java,10,69,0.0,12,3,2,6,6,0.8611111,5,2,1,88,0,1.2753624,0.0,1,0,1,0,0,0,1.2753624,6,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\bolt\format\SequenceFormat.java,10,44,0.54545456,4,0,1,1,1,0.0,0,7,1,22,0,0.5,0.0,3,0,2,0,0,0,0.25,0,false
storm-core\src\jvm\backtype\storm\spout\SleepSpoutWaitStrategy.java,10,34,0.0,3,1,0,1,1,0.0,3,1,0,41,41,1.2058823,1.2058823,2,2,2,2,0,0,0.60294116,0,false
storm-core\src\jvm\backtype\storm\hooks\info\SpoutFailInfo.java,10,27,0.037037037,1,3,1,0,0,0.0,0,1,0,30,30,1.1111112,1.1111112,2,2,2,2,0,0,0.5555556,0,false
external\storm-redis\src\main\java\org\apache\storm\redis\trident\state\AbstractRedisMapState.java,10,114,0.3508772,14,1,1,9,9,1.0,19,2,0,157,4,1.377193,0.03508772,5,0,2,0,1,1,0.2754386,2,false
storm-core\src\jvm\backtype\storm\utils\RotatingMap.java,10,105,0.104761906,1,0,0,2,2,0.0,0,1,0,124,124,1.1809524,1.1809524,2,2,2,2,0,0,0.5904762,3,false
external\storm-kafka\src\test\storm\kafka\TridentKafkaTest.java,10,75,0.0,6,6,1,15,15,0.5416667,13,1,0,124,124,1.6533333,1.6533333,4,4,2,2,1,1,0.41333333,3,false
external\storm-kafka\src\jvm\storm\kafka\bolt\mapper\TupleToKafkaMapper.java,10,27,0.18518518,2,0,2,3,3,0.0,0,1,0,32,32,1.1851852,1.1851852,1,1,1,1,0,0,1.1851852,0,false
storm-core\src\jvm\storm\trident\planner\PartitionNode.java,10,44,0.022727273,3,1,0,4,4,0.0,8,1,0,52,52,1.1818181,1.1818181,2,2,2,2,0,0,0.59090906,2,false
examples\storm-starter\src\jvm\storm\starter\ManualDRPC.java,10,56,0.0,1,0,0,8,8,0.0,7,1,0,17,17,0.30357143,0.30357143,2,2,1,1,0,0,0.30357143,1,false
storm-core\src\jvm\storm\trident\util\IndexedEdge.java,10,42,0.0,5,3,2,2,2,0.16666667,2,1,0,50,50,1.1904762,1.1904762,2,2,2,2,0,0,0.5952381,0,false
storm-core\src\jvm\backtype\storm\tuple\MessageId.java,10,83,0.0,15,1,3,3,3,0.41666666,15,1,0,98,98,1.1807228,1.1807228,2,2,2,2,0,0,0.5903614,1,false
external\storm-jdbc\src\main\java\org\apache\storm\jdbc\trident\state\JdbcUpdater.java,10,27,0.0,1,0,0,4,4,0.0,1,2,1,32,0,1.1851852,0.0,1,0,1,0,0,0,1.1851852,0,false
external\flux\flux-core\src\test\java\org\apache\storm\flux\test\SimpleTopologySource.java,10,38,0.05263158,3,0,0,5,5,0.0,4,2,1,17,0,0.4473684,0.0,2,0,1,0,0,0,0.4473684,4,false
storm-core\src\jvm\backtype\storm\messaging\netty\StormServerHandler.java,10,58,0.0,6,3,1,9,9,0.33333334,12,1,0,97,97,1.6724138,1.6724138,5,5,3,3,0,0,0.41810346,1,false
storm-core\src\jvm\backtype\storm\security\auth\kerberos\KerberosSaslTransportPlugin.java,10,171,0.11111111,2,0,0,0,0,0.0,3,1,0,219,219,1.2807018,1.2807018,3,3,2,2,0,0,0.4269006,14,false
storm-core\src\jvm\backtype\storm\state\ISynchronizeOutputCollector.java,10,21,0.0,1,0,1,0,0,0.0,0,1,0,24,24,1.1428572,1.1428572,2,2,2,2,0,0,0.5714286,0,false
storm-core\src\jvm\backtype\storm\security\auth\KerberosPrincipalToLocal.java,10,34,0.4117647,3,0,0,1,1,0.0,2,1,0,47,47,1.382353,1.382353,2,2,2,2,1,1,0.6911765,2,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\trident\format\DefaultSequenceFormat.java,10,59,0.084745765,7,4,0,5,5,0.7,3,7,1,17,0,0.2881356,0.0,2,0,1,0,0,0,0.2881356,0,false
storm-core\src\jvm\backtype\storm\utils\ServiceRegistry.java,10,40,0.025,3,2,0,0,0,0.0,5,1,0,47,47,1.175,1.175,2,2,2,2,0,0,0.5875,2,false
storm-core\src\jvm\backtype\storm\generated\TopologyInitialStatus.java,10,51,0.25490198,5,1,2,1,1,0.0,0,1,0,68,68,1.3333334,1.3333334,4,4,3,3,0,0,0.33333334,5,false
storm-core\src\jvm\storm\trident\state\Serializer.java,10,22,0.0,2,0,3,2,2,0.0,0,1,0,26,26,1.1818181,1.1818181,2,2,2,2,0,0,0.59090906,0,false
storm-core\src\jvm\backtype\storm\security\auth\kerberos\ClientCallbackHandler.java,10,94,0.15957446,10,1,2,2,2,0.0,11,1,0,104,104,1.106383,1.106383,1,1,1,1,0,0,1.106383,3,false
external\storm-redis\src\test\java\org\apache\storm\redis\trident\WordCountStoreMapper.java,10,34,0.0,3,0,0,3,3,0.0,3,2,1,41,0,1.2058823,0.0,3,0,2,0,0,0,0.4019608,0,false
external\storm-redis\src\main\java\org\apache\storm\redis\trident\state\Options.java,10,34,0.1764706,0,7,0,4,4,NaN,0,2,1,45,0,1.3235294,0.0,7,0,2,0,1,1,0.22058824,0,false
external\storm-eventhubs\src\test\java\org\apache\storm\eventhubs\trident\TestTransactionalTridentEmitter.java,10,74,0.08108108,1,0,0,3,3,0.0,0,2,1,93,0,1.2567568,0.0,1,0,1,0,0,0,1.2567568,3,false
storm-core\src\jvm\storm\trident\util\TridentUtils.java,10,127,0.023622047,24,2,5,12,12,0.7777778,25,1,0,154,154,1.2125984,1.2125984,4,4,3,3,0,0,0.3031496,5,false
external\storm-hbase\src\main\java\org\apache\storm\hbase\trident\mapper\TridentHBaseMapper.java,10,38,0.42105263,2,0,1,3,3,0.0,0,7,1,18,0,0.47368422,0.0,2,0,1,0,0,0,0.47368422,1,false
storm-core\src\jvm\storm\trident\planner\processor\MultiReducerProcessor.java,10,82,0.0,9,6,0,11,11,0.5,19,1,0,93,93,1.1341463,1.1341463,2,2,2,2,0,0,0.56707317,0,false
storm-core\src\jvm\backtype\storm\hooks\info\SpoutAckInfo.java,10,27,0.037037037,1,3,1,0,0,0.0,0,1,0,30,30,1.1111112,1.1111112,2,2,2,2,0,0,0.5555556,0,false
storm-core\src\jvm\backtype\storm\multilang\NoOutputException.java,10,34,0.11764706,4,0,1,0,0,0.0,0,1,0,50,50,1.4705882,1.4705882,5,5,2,2,0,0,0.29411766,0,false
external\storm-kafka\src\jvm\storm\kafka\Partition.java,10,55,0.018181818,9,2,5,3,3,0.25,3,1,0,26,26,0.47272727,0.47272727,3,3,2,2,0,0,0.23636363,0,false
storm-core\src\jvm\backtype\storm\generated\DRPCExecutionException.java,10,330,0.084848486,7,0,0,4,4,0.0,14,1,0,544,544,1.6484848,1.6484848,7,7,4,4,0,0,0.27474746,45,false
storm-core\src\jvm\storm\trident\state\map\CachedMap.java,10,68,0.073529415,9,2,1,4,4,0.25,13,1,0,79,79,1.1617647,1.1617647,2,2,2,2,0,0,0.5808824,0,false
storm-core\src\jvm\backtype\storm\testing\TestKryoDecorator.java,10,27,0.0,1,0,0,3,3,0.0,1,1,0,31,31,1.1481482,1.1481482,2,2,2,2,0,0,0.5740741,3,false
storm-core\src\jvm\backtype\storm\LogWriter.java,10,73,0.04109589,9,2,1,2,2,0.25,13,1,0,83,83,1.1369863,1.1369863,1,1,1,1,0,0,1.1369863,2,false
storm-core\src\jvm\backtype\storm\metric\api\IReducer.java,10,22,0.0,3,0,0,1,1,0.0,0,1,0,24,24,1.0909091,1.0909091,2,2,2,2,0,0,0.54545456,0,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\bolt\rotation\NoRotationPolicy.java,10,30,0.13333334,2,0,0,2,2,0.0,0,7,1,0,0,0.0,0.0,1,0,1,0,0,0,NaN,1,false
storm-core\src\jvm\backtype\storm\testing\FixedTuple.java,10,36,0.0,3,2,0,0,0,0.0,1,1,0,42,42,1.1666666,1.1666666,2,2,2,2,0,0,0.5833333,0,false
external\storm-jdbc\src\main\java\org\apache\storm\jdbc\bolt\JdbcInsertBolt.java,10,83,0.060240965,11,4,1,11,11,0.7142857,10,2,1,138,0,1.6626506,0.0,6,0,2,0,2,2,0.27710843,2,true
examples\storm-starter\test\jvm\storm\starter\tools\RankingsTest.java,10,263,0.17110266,41,11,0,6,6,0.86181825,21,1,0,17,17,0.064638786,0.064638786,2,2,1,1,0,0,0.064638786,3,false
storm-core\src\jvm\backtype\storm\metric\api\rpc\ReducedShellMetric.java,10,27,0.0,2,0,0,3,3,0.0,1,1,0,32,32,1.1851852,1.1851852,1,1,1,1,0,0,1.1851852,0,false
external\storm-kafka\src\jvm\storm\kafka\trident\TridentKafkaStateFactory.java,10,47,0.0,3,3,1,8,8,0.44444445,5,1,0,71,71,1.5106384,1.5106384,3,3,1,1,0,0,0.50354606,0,false
external\storm-eventhubs\src\main\java\org\apache\storm\eventhubs\samples\bolt\GlobalCountBolt.java,10,71,0.056338027,5,6,1,8,8,0.6111111,6,2,1,83,0,1.1690141,0.0,1,0,1,0,0,0,1.1690141,4,true
storm-core\src\jvm\backtype\storm\generated\RebalanceOptions.java,10,567,0.06525573,12,3,0,1,1,0.6111111,5,1,0,994,994,1.7530864,1.7530864,7,7,4,4,0,0,0.29218107,84,false
external\storm-redis\src\main\java\org\apache\storm\redis\common\mapper\RedisStoreMapper.java,10,21,0.14285715,0,0,1,2,2,0.0,0,2,1,24,0,1.1428572,0.0,2,0,2,0,0,0,0.5714286,0,false
storm-core\src\jvm\backtype\storm\clojure\RichShellBolt.java,10,45,0.0,5,1,0,5,5,0.33333334,5,1,0,51,51,1.1333333,1.1333333,2,2,2,2,0,0,0.56666666,1,false
external\storm-eventhubs\src\test\java\org\apache\storm\eventhubs\spout\StateStoreMock.java,10,46,0.06521739,6,1,2,1,1,0.0,2,2,1,54,0,1.173913,0.0,1,0,1,0,0,0,1.173913,1,false
storm-core\src\jvm\storm\trident\spout\IOpaquePartitionedTridentSpout.java,10,53,0.28301886,4,0,0,5,5,0.0,0,1,0,62,62,1.1698114,1.1698114,2,2,2,2,0,0,0.5849057,4,false
storm-core\src\jvm\backtype\storm\testing\FeederSpout.java,10,83,0.0,15,4,1,9,9,0.77272725,12,1,0,100,100,1.2048193,1.2048193,2,2,2,2,0,0,0.60240966,1,false
