class,release,loc,comment density,wcm,number of attributes,fan-in,fan-out,cbo,normalized lcom,rfc,creation age,last update age,total loc touched,release loc touched,normalized total churn,normalized release churn,total number of commits,release number of commits,total number of authors,release number of authors,total number of fixes,release number of fixes,average commit change density,number of smells,buggy
storm-core\src\jvm\org\apache\storm\trident\testing\MemoryBackingMap.java,9,41,0.0,4,1,0,1,1,0.0,6,1,0,47,47,1.1463414,1.1463414,1,1,1,1,0,0,1.1463414,0,false
external\storm-hive\src\test\java\org\apache\storm\hive\bolt\HiveTopology.java,9,135,0.0074074073,6,3,1,10,10,0.5,20,1,0,176,176,1.3037037,1.3037037,3,3,2,2,1,1,0.4345679,1,false
storm-core\src\jvm\org\apache\storm\topology\BasicOutputCollector.java,9,58,0.10344828,9,2,9,5,5,0.5,6,1,0,74,74,1.2758621,1.2758621,4,4,3,3,1,1,0.31896552,0,false
storm-core\src\jvm\org\apache\storm\windowing\Window.java,9,39,0.51282054,3,0,2,1,1,0.0,0,1,0,48,48,1.2307693,1.2307693,1,1,1,1,0,0,1.2307693,0,false
external\storm-elasticsearch\src\main\java\org\apache\storm\elasticsearch\bolt\EsIndexBolt.java,9,62,0.19354838,5,1,2,7,7,0.5,13,1,0,113,113,1.8225807,1.8225807,6,6,4,4,0,0,0.30376345,1,true
external\storm-kafka\src\jvm\org\apache\storm\kafka\Broker.java,9,71,0.014084507,14,2,11,1,1,0.25,7,1,0,86,86,1.2112676,1.2112676,1,1,1,1,0,0,1.2112676,0,false
external\storm-cassandra\src\main\java\org\apache\storm\cassandra\query\CQLStatementBuilder.java,9,25,0.16,1,0,4,1,1,0.0,0,1,0,35,35,1.4,1.4,2,2,1,1,0,0,0.7,0,false
external\storm-eventhubs\src\test\java\org\apache\storm\eventhubs\trident\TridentCollectorMock.java,9,42,0.071428575,6,1,1,1,1,0.2,4,1,0,54,54,1.2857143,1.2857143,2,2,2,2,0,0,0.64285713,2,false
examples\storm-starter\src\jvm\org\apache\storm\starter\trident\TridentMinMaxOfDevicesTopology.java,9,166,0.084337346,4,4,0,3,3,0.5,3,1,0,201,201,1.2108433,1.2108433,1,1,1,1,0,0,1.2108433,3,false
storm-core\src\jvm\org\apache\storm\tuple\Tuple.java,9,52,0.61538464,6,0,21,3,3,0.0,0,1,0,68,68,1.3076923,1.3076923,1,1,1,1,0,0,1.3076923,6,false
storm-core\src\jvm\org\apache\storm\generated\HBPulse.java,9,434,0.07373272,5,0,0,4,4,0.0,11,1,0,522,522,1.202765,1.202765,1,1,1,1,0,0,1.202765,58,false
external\flux\flux-wrappers\src\main\java\org\apache\storm\flux\wrappers\spouts\FluxShellSpout.java,9,46,0.2173913,3,2,4,5,4,0.5,1,1,0,8,8,0.17391305,0.17391305,2,2,2,2,0,0,0.17391305,0,false
examples\storm-starter\src\jvm\org\apache\storm\starter\FastWordCountTopology.java,9,170,0.03529412,3,1,0,6,6,0.5,5,1,0,198,198,1.1647059,1.1647059,1,1,1,1,0,0,1.1647059,4,false
storm-core\src\jvm\org\apache\storm\trident\operation\BaseFunction.java,9,19,0.0,0,0,0,2,2,0.0,0,1,0,23,23,1.2105263,1.2105263,1,1,1,1,0,0,1.2105263,1,false
storm-core\src\jvm\org\apache\storm\trident\operation\impl\Result.java,9,24,0.0,1,1,2,0,0,0.0,0,1,0,27,27,1.125,1.125,1,1,1,1,0,0,1.125,0,false
storm-core\src\jvm\org\apache\storm\trident\operation\impl\GlobalBatchToPartition.java,9,23,0.04347826,1,0,0,1,1,0.0,0,1,0,29,29,1.2608696,1.2608696,1,1,1,1,0,0,1.2608696,0,false
storm-core\src\jvm\org\apache\storm\security\auth\ICredentialsRenewer.java,9,31,0.38709676,2,0,2,0,0,0.0,0,1,0,40,40,1.2903225,1.2903225,1,1,1,1,0,0,1.2903225,2,false
external\storm-mqtt\core\src\main\java\org\apache\storm\mqtt\bolt\MqttBolt.java,9,88,0.06818182,10,8,2,13,13,0.58928573,15,1,0,127,127,1.4431819,1.4431819,3,3,1,1,1,1,0.4810606,1,true
storm-core\src\jvm\org\apache\storm\trident\state\StateFactory.java,9,23,0.0,1,0,8,2,2,0.0,0,1,0,26,26,1.1304348,1.1304348,1,1,1,1,0,0,1.1304348,0,false
external\storm-kafka\src\test\org\apache\storm\kafka\bolt\KafkaBoltTest.java,9,300,0.033333335,22,7,1,36,36,0.67142856,60,1,0,341,341,1.1366667,1.1366667,1,1,1,1,0,0,1.1366667,3,true
storm-core\src\jvm\org\apache\storm\trident\operation\builtin\Debug.java,9,39,0.17948718,3,1,0,2,2,0.0,2,1,0,50,50,1.2820513,1.2820513,3,3,2,2,0,0,0.4273504,0,false
external\sql\storm-sql-core\src\jvm\org\apache\storm\sql\compiler\PostOrderRelNodeVisitor.java,9,103,0.0,31,0,6,17,17,0.0,17,1,0,178,178,1.7281554,1.7281554,2,2,1,1,0,0,0.8640777,1,false
storm-core\src\jvm\org\apache\storm\messaging\netty\StormClientPipelineFactory.java,9,43,0.11627907,3,2,0,7,7,0.0,3,1,0,56,56,1.3023256,1.3023256,1,1,1,1,0,0,1.3023256,0,false
storm-core\src\jvm\org\apache\storm\generated\DistributedRPC.java,9,1116,0.055555556,0,0,0,6,6,0.0,0,1,0,1328,1328,1.1899642,1.1899642,1,1,1,1,0,0,1.1899642,147,false
storm-core\src\jvm\org\apache\storm\metric\api\ICombiner.java,9,21,0.0,2,0,5,1,1,0.0,0,1,0,23,23,1.0952381,1.0952381,1,1,1,1,0,0,1.0952381,2,false
storm-core\src\jvm\org\apache\storm\generated\ComponentObject.java,9,401,0.04987531,79,5,10,11,11,0.9588235,37,1,0,462,462,1.1521198,1.1521198,1,1,1,1,0,0,1.1521198,49,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\bolt\rotation\TimedRotationPolicy.java,9,55,0.18181819,4,1,2,3,3,0.5,1,6,0,19,2,0.34545454,0.036363635,3,1,2,1,0,0,0.17272727,3,false
storm-core\src\jvm\org\apache\storm\metric\internal\LatencyStatAndMetric.java,9,213,0.17840375,22,21,3,5,5,0.7420634,11,1,0,262,262,1.230047,1.230047,1,1,1,1,0,0,1.230047,0,false
external\storm-mongodb\src\test\java\org\apache\storm\mongodb\topology\WordCounter.java,9,53,0.0,6,1,2,7,7,0.8,8,1,0,67,67,1.264151,1.264151,1,1,1,1,0,0,1.264151,4,false
external\storm-mongodb\src\main\java\org\apache\storm\mongodb\bolt\MongoInsertBolt.java,9,101,0.06930693,15,7,2,11,8,0.77551025,15,1,0,136,136,1.3465346,1.3465346,2,2,2,2,0,0,0.6732673,2,false
storm-core\src\jvm\org\apache\storm\trident\operation\impl\ConsumerExecutor.java,9,33,0.0,2,1,0,5,5,0.0,2,1,0,38,38,1.1515151,1.1515151,1,1,1,1,0,0,1.1515151,0,false
storm-core\src\jvm\org\apache\storm\trident\operation\Aggregator.java,9,23,0.0,3,0,14,4,4,0.0,0,1,0,26,26,1.1304348,1.1304348,1,1,1,1,0,0,1.1304348,0,false
external\storm-eventhubs\src\main\java\org\apache\storm\eventhubs\spout\StaticPartitionCoordinator.java,9,71,0.0,6,7,2,9,9,0.5714286,12,1,0,87,87,1.2253522,1.2253522,2,2,2,2,0,0,0.6126761,2,false
storm-core\test\jvm\org\apache\storm\scheduler\resource\TestUtilsForResourceAwareScheduler.java,9,246,0.0,6,0,0,5,5,0.0,3,1,0,288,288,1.1707317,1.1707317,1,1,1,1,0,0,1.1707317,13,true
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\trident\HdfsUpdater.java,9,27,0.0,1,0,2,4,4,0.0,1,6,0,23,6,0.8518519,0.22222222,3,1,2,1,0,0,0.42592594,0,false
storm-core\src\jvm\org\apache\storm\trident\operation\impl\ChainedAggregatorImpl.java,9,99,0.030303031,19,4,2,13,13,0.5714286,12,1,0,113,113,1.1414142,1.1414142,1,1,1,1,0,0,1.1414142,1,false
external\sql\storm-sql-core\src\jvm\org\apache\storm\sql\parser\StormParser.java,9,40,0.1,2,2,2,2,2,0.25,5,1,0,49,49,1.225,1.225,3,3,2,2,0,0,0.40833336,0,false
storm-core\src\jvm\org\apache\storm\testing\TupleCaptureBolt.java,9,68,0.0,10,3,0,6,6,0.5555556,14,1,0,83,83,1.2205882,1.2205882,1,1,1,1,0,0,1.2205882,3,false
external\storm-kafka\src\jvm\org\apache\storm\kafka\DynamicPartitionConnections.java,9,81,0.0,12,4,8,9,9,0.75,16,1,0,98,98,1.2098765,1.2098765,1,1,1,1,0,0,1.2098765,0,true
storm-core\src\jvm\org\apache\storm\topology\base\BaseRichBolt.java,9,23,0.0,1,0,4,2,2,0.0,0,1,0,26,26,1.1304348,1.1304348,1,1,1,1,0,0,1.1304348,1,false
storm-core\src\jvm\org\apache\storm\generated\NotAliveException.java,9,330,0.084848486,1,0,0,2,2,0.0,0,1,0,406,406,1.230303,1.230303,1,1,1,1,0,0,1.230303,46,false
external\storm-kafka\src\test\org\apache\storm\kafka\KafkaTestBroker.java,9,81,0.049382716,8,5,6,7,7,0.4,15,1,0,92,92,1.1358025,1.1358025,1,1,1,1,0,0,1.1358025,0,true
external\flux\flux-core\src\main\java\org\apache\storm\flux\model\BeanReference.java,9,32,0.09375,4,1,3,0,0,0.25,0,1,0,0,0,0.0,0.0,1,1,1,1,0,0,NaN,1,false
external\storm-hive\src\main\java\org\apache\storm\hive\bolt\mapper\JsonRecordHiveMapper.java,9,115,0.0,21,5,2,13,13,0.8,12,1,0,138,138,1.2,1.2,2,2,2,2,0,0,0.6,3,false
storm-core\src\jvm\org\apache\storm\daemon\metrics\reporters\PreparableReporter.java,9,26,0.0,3,0,4,1,1,0.0,0,1,0,38,38,1.4615384,1.4615384,2,2,1,1,0,0,0.7307692,0,false
storm-core\src\jvm\org\apache\storm\generated\DRPCRequest.java,9,420,0.07619048,2,0,0,4,4,0.0,4,1,0,507,507,1.2071428,1.2071428,1,1,1,1,0,0,1.2071428,64,false
external\storm-jdbc\src\main\java\org\apache\storm\jdbc\common\ConnectionProvider.java,9,33,0.3939394,3,0,10,0,0,0.0,0,1,0,44,44,1.3333334,1.3333334,3,3,2,2,0,0,0.44444445,0,false
storm-core\src\jvm\org\apache\storm\drpc\KeyedFairBolt.java,9,79,0.0,3,0,0,0,0,0.0,2,1,0,93,93,1.1772152,1.1772152,1,1,1,1,0,0,1.1772152,0,false
external\storm-cassandra\src\main\java\org\apache\storm\cassandra\query\impl\BatchCQLStatementTupleMapper.java,9,48,0.16666667,3,2,1,6,6,0.0,3,1,0,62,62,1.2916666,1.2916666,2,2,2,2,0,0,0.6458333,1,false
external\flux\flux-core\src\test\java\org\apache\storm\flux\test\TridentTopologySource.java,9,60,0.05,2,0,0,4,4,0.0,3,1,0,41,41,0.68333334,0.68333334,3,3,2,2,0,0,0.34166667,2,false
storm-core\src\jvm\org\apache\storm\metric\api\MultiReducedMetric.java,9,44,0.0,6,2,0,3,3,0.33333334,7,1,0,50,50,1.1363636,1.1363636,1,1,1,1,0,0,1.1363636,1,false
external\storm-eventhubs\src\main\java\org\apache\storm\eventhubs\samples\TransactionalTridentEventCount.java,9,70,0.042857144,2,0,1,15,14,0.0,10,1,0,99,99,1.4142857,1.4142857,2,2,2,2,0,0,0.70714283,1,false
storm-core\src\jvm\org\apache\storm\trident\operation\EachOperation.java,9,19,0.0,0,0,2,1,1,0.0,0,1,0,22,22,1.1578947,1.1578947,1,1,1,1,0,0,1.1578947,0,false
storm-core\src\jvm\org\apache\storm\tuple\AddressedTuple.java,9,40,0.15,4,3,0,1,1,0.5,0,1,0,48,48,1.2,1.2,1,1,1,1,0,0,1.2,0,false
storm-core\src\jvm\org\apache\storm\messaging\netty\Client.java,9,491,0.24032587,2,0,0,3,3,0.0,9,1,0,612,612,1.2464359,1.2464359,2,2,2,2,0,0,0.62321794,13,true
storm-core\src\jvm\org\apache\storm\generated\SettableBlobMeta.java,9,477,0.06918239,1,0,0,2,2,0.0,0,1,0,567,567,1.1886792,1.1886792,1,1,1,1,0,0,1.1886792,71,false
storm-core\src\jvm\org\apache\storm\windowing\TimeEvictionPolicy.java,9,59,0.2881356,7,2,4,5,4,0.4,3,1,0,71,71,1.2033899,1.2033899,1,1,1,1,0,0,1.2033899,0,true
storm-core\src\jvm\org\apache\storm\generated\ExecutorSpecificStats.java,9,334,0.056886226,60,4,4,10,10,0.9537037,27,1,0,387,387,1.1586826,1.1586826,1,1,1,1,0,0,1.1586826,34,false
external\sql\storm-sql-core\src\jvm\org\apache\storm\sql\compiler\backends\trident\PlanCompiler.java,9,180,0.0,7,6,3,9,9,0.8333333,17,1,0,227,227,1.2611111,1.2611111,3,3,2,2,0,0,0.42037037,2,false
external\sql\storm-sql-core\src\jvm\org\apache\storm\sql\StormSqlImpl.java,9,175,0.0,17,2,2,34,30,0.5,59,1,0,239,239,1.3657143,1.3657143,6,6,2,2,0,0,0.22761904,2,true
external\storm-eventhubs\src\main\java\org\apache\storm\eventhubs\spout\EventHubSpout.java,9,218,0.059633028,1,0,0,3,3,0.0,0,1,0,275,275,1.2614679,1.2614679,3,3,3,3,0,0,0.42048928,5,false
storm-core\src\jvm\org\apache\storm\trident\spout\ITridentDataSource.java,9,22,0.13636364,0,0,5,0,0,0.0,0,1,0,26,26,1.1818181,1.1818181,1,1,1,1,0,0,1.1818181,0,false
external\sql\storm-sql-runtime\src\test\org\apache\storm\sql\TestUtils.java,9,158,0.01898734,10,3,0,5,5,0.7619048,2,1,0,215,215,1.3607595,1.3607595,5,5,3,3,0,0,0.2721519,10,true
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\bolt\HdfsBolt.java,9,107,0.0,15,3,3,17,15,0.8095238,15,6,0,273,273,2.5514019,2.5514019,9,5,4,2,0,0,0.5102804,0,false
storm-core\src\jvm\org\apache\storm\generated\AccessControlType.java,9,51,0.25490198,5,1,5,1,1,0.0,0,1,0,62,62,1.2156863,1.2156863,1,1,1,1,0,0,1.2156863,5,false
external\storm-elasticsearch\src\test\java\org\apache\storm\elasticsearch\bolt\EsLookupBoltTest.java,9,101,0.0,7,7,0,21,21,0.6530613,25,1,0,133,133,1.3168317,1.3168317,5,5,2,2,1,1,0.26336634,0,false
external\storm-kafka\src\jvm\org\apache\storm\kafka\FailedFetchException.java,9,25,0.0,2,0,2,0,0,0.0,0,1,0,29,29,1.16,1.16,1,1,1,1,0,0,1.16,0,false
storm-core\src\jvm\org\apache\storm\windowing\TupleWindow.java,9,22,0.13636364,0,0,4,2,2,0.0,0,1,0,26,26,1.1818181,1.1818181,1,1,1,1,0,0,1.1818181,0,false
external\storm-cassandra\src\main\java\org\apache\storm\cassandra\context\WorkerCtx.java,9,73,0.369863,8,2,5,5,5,0.70000005,10,1,0,89,89,1.2191781,1.2191781,1,1,1,1,0,0,1.2191781,3,false
storm-core\src\jvm\org\apache\storm\trident\operation\GroupedMultiReducer.java,9,27,0.0,5,0,2,4,4,0.0,0,1,0,31,31,1.1481482,1.1481482,1,1,1,1,0,0,1.1481482,0,false
external\storm-kafka\src\test\org\apache\storm\kafka\KafkaUtilsTest.java,9,258,0.0,33,6,1,27,27,0.7115385,43,1,0,295,295,1.1434108,1.1434108,1,1,1,1,0,0,1.1434108,1,false
external\storm-cassandra\src\main\java\org\apache\storm\cassandra\query\builder\SimpleCQLStatementMapperBuilder.java,9,72,0.33333334,7,3,2,8,8,0.5555556,3,1,0,94,94,1.3055556,1.3055556,2,2,1,1,0,0,0.6527778,0,false
external\storm-eventhubs\src\main\java\org\apache\storm\eventhubs\trident\Partitions.java,9,35,0.08571429,3,2,3,1,1,0.5,1,1,0,41,41,1.1714286,1.1714286,1,1,1,1,0,0,1.1714286,0,false
storm-core\src\jvm\org\apache\storm\security\auth\ThriftConnectionType.java,9,70,0.114285715,8,5,6,0,0,0.6666667,2,1,0,85,85,1.2142857,1.2142857,3,3,3,3,0,0,0.4047619,0,false
external\storm-jdbc\src\main\java\org\apache\storm\jdbc\trident\state\JdbcQuery.java,9,34,0.0,3,0,1,5,5,0.0,2,1,0,48,48,1.4117647,1.4117647,2,2,2,2,0,0,0.7058824,0,false
storm-core\src\jvm\org\apache\storm\generated\KeyAlreadyExistsException.java,9,330,0.084848486,51,5,9,15,15,0.8833334,28,1,0,406,406,1.230303,1.230303,1,1,1,1,0,0,1.230303,46,false
external\storm-hbase\src\main\java\org\apache\storm\hbase\security\AutoHBase.java,9,201,0.104477614,30,6,2,12,12,0.7692308,44,1,0,275,275,1.3681592,1.3681592,3,3,2,2,0,0,0.45605305,4,false
external\storm-kafka-client\src\main\java\org\apache\storm\kafka\spout\KafkaSpoutConfig.java,9,252,0.29761904,0,0,0,0,0,0.0,0,1,0,385,385,1.5277778,1.5277778,2,2,1,1,0,0,0.7638889,7,true
external\storm-hbase\src\test\java\org\apache\storm\hbase\topology\TotalWordCounter.java,9,57,0.0877193,6,3,2,9,8,0.6666667,11,6,0,16,16,0.28070176,0.28070176,2,1,2,1,0,0,0.28070176,4,false
external\flux\flux-wrappers\src\main\java\org\apache\storm\flux\wrappers\bolts\FluxShellBolt.java,9,46,0.2173913,3,2,1,5,4,0.5,1,1,0,8,8,0.17391305,0.17391305,2,2,2,2,0,0,0.17391305,0,false
external\storm-jdbc\src\test\java\org\apache\storm\jdbc\topology\UserPersistanceTridentTopology.java,9,52,0.0,2,0,1,15,14,0.0,12,1,0,151,151,2.9038463,2.9038463,5,5,4,4,0,0,0.58076924,0,false
storm-core\src\jvm\org\apache\storm\trident\planner\ProcessorNode.java,9,28,0.035714287,1,3,3,3,3,0.33333334,0,1,0,33,33,1.1785715,1.1785715,1,1,1,1,0,0,1.1785715,0,false
storm-core\src\jvm\org\apache\storm\cluster\ConnectionState.java,9,22,0.0,0,0,1,0,0,0.0,0,1,0,24,24,1.0909091,1.0909091,1,1,1,1,0,0,1.0909091,0,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\trident\format\FileNameFormat.java,9,32,0.3125,3,0,9,0,0,0.0,0,6,5,0,0,0.0,0.0,1,0,1,0,0,0,NaN,0,false
storm-core\src\jvm\org\apache\storm\testing\NonRichBoltTracker.java,9,43,0.0,4,2,1,4,4,0.25,6,1,0,51,51,1.1860465,1.1860465,1,1,1,1,0,0,1.1860465,0,false
external\storm-cassandra\src\main\java\org\apache\storm\cassandra\query\Column.java,9,59,0.050847456,16,2,10,2,2,0.35714287,9,1,0,74,74,1.2542373,1.2542373,1,1,1,1,0,0,1.2542373,6,false
storm-core\src\jvm\org\apache\storm\messaging\netty\SaslStormServerHandler.java,9,115,0.15652174,14,4,4,12,12,0.375,24,1,0,153,153,1.3304348,1.3304348,1,1,1,1,0,0,1.3304348,8,false
examples\storm-starter\src\jvm\org\apache\storm\starter\bolt\SlidingWindowSumBolt.java,9,68,0.22058824,5,3,3,10,10,0.5555556,9,1,0,80,80,1.1764706,1.1764706,1,1,1,1,0,0,1.1764706,1,false
external\storm-mqtt\core\src\main\java\org\apache\storm\mqtt\spout\AckableMessage.java,9,61,0.08196721,8,3,2,5,5,0.33333334,6,1,0,71,71,1.1639345,1.1639345,1,1,1,1,0,0,1.1639345,0,false
storm-core\src\jvm\org\apache\storm\nimbus\ITopologyValidator.java,9,25,0.0,2,0,1,1,1,0.0,0,1,0,28,28,1.12,1.12,1,1,1,1,0,0,1.12,1,false
external\storm-kafka\src\jvm\org\apache\storm\kafka\trident\OpaqueTridentKafkaSpout.java,9,47,0.0,5,1,0,8,8,0.2,3,1,0,60,60,1.2765957,1.2765957,1,1,1,1,0,0,1.2765957,3,false
external\storm-kafka\src\jvm\org\apache\storm\kafka\ZkCoordinator.java,9,95,0.0,11,13,3,12,12,0.6923077,16,1,0,113,113,1.1894736,1.1894736,1,1,1,1,0,0,1.1894736,4,false
storm-core\src\jvm\org\apache\storm\trident\windowing\strategy\WindowStrategy.java,9,38,0.42105263,2,0,8,4,4,0.0,0,1,0,45,45,1.1842105,1.1842105,1,1,1,1,0,0,1.1842105,2,false
storm-core\src\jvm\org\apache\storm\trident\planner\processor\AppendCollector.java,9,53,0.0,6,4,2,13,7,0.45,9,1,0,62,62,1.1698114,1.1698114,1,1,1,1,0,0,1.1698114,0,false
external\sql\storm-sql-core\src\jvm\org\apache\storm\sql\compiler\backends\standalone\PlanCompiler.java,9,118,0.0,11,5,4,10,10,0.82857144,25,1,0,134,134,1.1355932,1.1355932,3,3,2,2,0,0,0.3785311,1,true
external\storm-solr\src\main\java\org\apache\storm\solr\schema\SolrFieldTypeFinder.java,9,156,0.14102565,28,3,3,6,6,0.44444445,28,1,0,208,208,1.3333334,1.3333334,2,2,1,1,1,1,0.6666667,0,false
external\storm-eventhubs\src\main\java\org\apache\storm\eventhubs\trident\Partition.java,9,33,0.09090909,2,2,5,2,2,0.5,0,1,0,41,41,1.2424242,1.2424242,2,2,2,2,0,0,0.6212121,1,false
storm-core\src\jvm\org\apache\storm\trident\operation\builtin\MaxWithComparator.java,9,43,0.11627907,5,1,0,2,2,0.0,1,1,0,51,51,1.1860465,1.1860465,2,2,1,1,0,0,0.59302324,0,false
storm-core\src\jvm\org\apache\storm\messaging\local\Context.java,9,135,0.02962963,7,2,1,6,6,0.9,4,1,0,164,164,1.2148148,1.2148148,1,1,1,1,0,0,1.2148148,7,true
storm-core\src\jvm\org\apache\storm\trident\topology\BatchInfo.java,9,28,0.0,1,3,5,1,1,0.0,0,1,0,33,33,1.1785715,1.1785715,1,1,1,1,0,0,1.1785715,0,false
storm-core\src\jvm\org\apache\storm\state\Serializer.java,9,25,0.16,2,0,1,2,2,0.0,0,1,0,30,30,1.2,1.2,1,1,1,1,1,1,1.2,0,false
external\storm-kafka\src\jvm\org\apache\storm\kafka\KeyValueScheme.java,9,23,0.0,1,0,2,1,1,0.0,0,1,0,27,27,1.173913,1.173913,1,1,1,1,0,0,1.173913,0,false
external\storm-eventhubs\src\main\java\org\apache\storm\eventhubs\trident\ITridentPartitionManagerFactory.java,9,22,0.0,1,0,2,2,2,0.0,0,1,0,26,26,1.1818181,1.1818181,1,1,1,1,0,0,1.1818181,0,false
storm-core\src\jvm\org\apache\storm\messaging\netty\SaslStormServerAuthorizeHandler.java,9,62,0.22580644,5,1,1,7,7,0.5,9,1,0,83,83,1.3387097,1.3387097,1,1,1,1,0,0,1.3387097,6,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\trident\format\SequenceFormat.java,9,45,0.53333336,4,0,2,2,2,0.0,0,6,0,19,2,0.42222223,0.044444446,3,1,2,1,0,0,0.21111111,0,false
storm-core\src\jvm\org\apache\storm\trident\state\map\ReadOnlyMapState.java,9,22,0.045454547,1,0,2,2,2,0.0,0,1,0,26,26,1.1818181,1.1818181,1,1,1,1,0,0,1.1818181,0,false
storm-core\src\jvm\org\apache\storm\metric\api\CombinedMetric.java,9,33,0.0,3,2,4,2,2,0.0,2,1,0,38,38,1.1515151,1.1515151,1,1,1,1,0,0,1.1515151,0,false
external\sql\storm-sql-core\src\test\org\apache\storm\sql\compiler\backends\standalone\TestRelNodeCompiler.java,9,55,0.0,1,0,0,8,8,0.0,9,1,0,62,62,1.1272727,1.1272727,1,1,1,1,0,0,1.1272727,0,false
storm-core\src\jvm\org\apache\storm\state\StateFactory.java,9,61,0.19672132,4,2,4,5,5,0.0,7,1,0,69,69,1.1311475,1.1311475,1,1,1,1,1,1,1.1311475,1,false
external\storm-redis\src\main\java\org\apache\storm\redis\state\RedisKeyValueStateProvider.java,9,106,0.028301887,1,5,0,1,1,0.0,0,1,0,134,134,1.264151,1.264151,2,2,1,1,1,1,0.6320755,2,false
storm-core\src\jvm\org\apache\storm\hooks\info\SpoutAckInfo.java,9,27,0.037037037,1,3,2,0,0,0.0,0,1,0,30,30,1.1111112,1.1111112,1,1,1,1,0,0,1.1111112,0,false
storm-core\src\jvm\org\apache\storm\generated\BoltAggregateStats.java,9,599,0.06844741,13,3,0,1,1,0.6111111,5,1,0,704,704,1.1752921,1.1752921,1,1,1,1,0,0,1.1752921,84,false
storm-core\src\jvm\org\apache\storm\trident\state\StateType.java,9,22,0.0,0,0,0,0,0,0.0,0,1,0,25,25,1.1363636,1.1363636,1,1,1,1,0,0,1.1363636,0,false
storm-core\src\jvm\org\apache\storm\testing\TestKryoDecorator.java,9,27,0.0,1,0,0,3,3,0.0,1,1,0,31,31,1.1481482,1.1481482,1,1,1,1,0,0,1.1481482,3,false
storm-core\src\jvm\org\apache\storm\utils\ZookeeperServerCnxnFactory.java,9,71,0.028169014,9,3,1,3,3,0.44444445,6,1,0,84,84,1.1830986,1.1830986,1,1,1,1,0,0,1.1830986,4,false
external\storm-kafka\src\jvm\org\apache\storm\kafka\ExponentialBackoffMsgRetryManager.java,9,159,0.13207547,8,3,0,1,1,0.49999997,7,1,0,184,184,1.1572328,1.1572328,1,1,1,1,0,0,1.1572328,2,false
storm-core\src\jvm\org\apache\storm\cluster\ClusterStateListener.java,9,20,0.0,1,0,1,1,1,0.0,0,1,0,22,22,1.1,1.1,1,1,1,1,0,0,1.1,0,false
external\storm-hbase\src\main\java\org\apache\storm\hbase\bolt\mapper\HBaseMapper.java,9,37,0.43243244,2,0,4,3,3,0.0,0,6,0,4,4,0.10810811,0.10810811,2,1,2,1,0,0,0.10810811,0,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\common\HdfsUtils.java,9,86,0.08139535,4,2,0,3,3,0.25,0,1,0,122,122,1.4186046,1.4186046,8,8,1,1,6,6,0.17732558,5,false
external\storm-hive\src\test\java\org\apache\storm\hive\bolt\BucketTestHiveTopology.java,9,169,0.0295858,10,7,0,7,7,0.64285713,13,1,0,190,190,1.1242603,1.1242603,1,1,1,1,1,1,1.1242603,5,false
storm-core\src\jvm\org\apache\storm\metric\internal\CountStatAndMetric.java,9,169,0.19526628,1,0,0,1,1,0.0,2,1,0,211,211,1.2485207,1.2485207,1,1,1,1,0,0,1.2485207,1,false
storm-core\src\jvm\org\apache\storm\daemon\metrics\reporters\ConsolePreparableReporter.java,9,66,0.0,8,2,1,6,6,0.0,15,1,0,126,126,1.9090909,1.9090909,4,4,1,1,0,0,0.47727272,0,false
storm-core\src\jvm\org\apache\storm\state\DefaultStateSerializer.java,9,55,0.18181819,5,2,0,6,6,0.375,6,1,0,65,65,1.1818181,1.1818181,1,1,1,1,1,1,1.1818181,0,true
storm-core\src\jvm\org\apache\storm\security\auth\ThriftServer.java,9,61,0.14754099,9,6,1,7,7,0.45833334,11,1,0,78,78,1.2786885,1.2786885,1,1,1,1,0,0,1.2786885,5,false
storm-core\src\jvm\org\apache\storm\spout\ISchemableSpout.java,9,21,0.0,2,0,0,1,1,0.0,0,1,0,24,24,1.1428572,1.1428572,1,1,1,1,0,0,1.1428572,0,false
storm-core\src\jvm\org\apache\storm\trident\state\map\MapCombinerAggStateUpdater.java,9,72,0.013888889,7,7,0,13,13,0.5714286,13,1,0,84,84,1.1666666,1.1666666,1,1,1,1,0,0,1.1666666,1,false
storm-core\src\jvm\org\apache\storm\utils\MutableInt.java,9,36,0.0,5,1,1,1,1,0.2,1,1,0,43,43,1.1944444,1.1944444,1,1,1,1,0,0,1.1944444,0,false
storm-core\src\jvm\org\apache\storm\topology\BasicBoltExecutor.java,9,56,0.0,8,3,3,13,13,0.5555556,11,1,0,67,67,1.1964285,1.1964285,1,1,1,1,0,0,1.1964285,1,false
storm-core\src\jvm\org\apache\storm\generated\AuthorizationException.java,9,330,0.084848486,1,0,0,2,2,0.0,0,1,0,406,406,1.230303,1.230303,1,1,1,1,0,0,1.230303,46,false
storm-rename-hack\src\main\java\org\apache\storm\hack\StormShadeTransformer.java,9,32,0.0,1,0,0,4,4,0.0,2,1,0,39,39,1.21875,1.21875,2,2,1,1,0,0,0.609375,5,false
